ID	Range	Rate	Angle	Rcs	Snr
1	3.3	0.0	-36.8	-35.0	34
2	5.5	3.0	10.5	-39.5	22
3	5.7	2.8	-3.8	-39.0	23
4	5.9	0.8	2.6	-37.5	22
5	5.9	0.8	-2.7	-39.5	20
6	5.9	1.5	-30.4	-24.0	27
7	6.0	2.4	2.2	-39.0	18
8	6.0	2.4	-34.0	-40.0	17
9	8.6	0.0	22.5	-11.0	40
10	8.6	0.0	-14.3	-9.0	42
11	11.3	-1.5	-3.3	-41.0	16
12	11.4	-2.0	-25.9	-43.0	16
13	16.9	0.0	-10.9	-43.0	18
14	19.4	0.0	-17.2	-31.0	30
15	22.6	0.0	-60.2	-44.0	16
16	31.4	0.0	-17.8	-35.0	25
17	36.2	0.0	-15.5	-42.5	17
18	58.6	23.8	-19.9	-45.0	13

1	3.3	0.0	-36.8	-35.0	34
2	5.8	1.6	-3.6	-26.0	26
3	6.0	2.6	-2.9	-39.0	19
4	6.1	0.4	4.8	-43.5	19
5	6.1	0.6	4.1	-39.5	22
6	6.1	2.0	-4.3	-37.0	17
7	6.3	1.4	9.6	-29.5	20
8	6.3	1.4	51.9	-31.5	18
9	6.7	0.9	-44.9	-42.0	19
10	8.6	0.0	22.7	-8.5	42
11	8.6	0.0	-14.2	-10.5	40
12	11.1	-1.6	-24.5	-38.0	21
13	11.1	-1.6	-6.0	-39.0	20
14	11.6	-1.4	-37.7	-41.5	18
15	11.6	-1.8	-28.5	-44.0	17
16	13.5	0.0	-20.2	-44.0	16
17	13.5	0.0	-15.4	-45.0	15
18	16.9	0.0	-10.6	-42.0	18
19	19.4	0.0	-17.1	-31.0	29
20	22.7	0.0	2.9	-43.5	16
21	31.4	0.0	-17.8	-35.0	25
22	36.2	0.0	-15.7	-42.5	17
23	58.9	0.0	-22.0	-46.0	13

1	3.3	0.0	-36.8	-35.0	35
2	5.9	1.8	-3.5	-24.5	31
3	5.9	1.8	-7.6	-26.5	29
4	6.0	2.4	-29.5	-38.0	16
5	6.0	2.4	-23.7	-38.0	16
6	6.1	1.5	-28.7	-28.0	26
7	6.1	0.1	4.5	-29.5	30
8	6.1	0.4	-45.6	-42.0	18
9	6.4	0.6	-42.9	-43.5	15
10	8.7	0.0	22.6	-8.0	42
